age_upon_outcome,animal_id_outcome,date_of_birth,outcome_subtype,outcome_type,sex_upon_outcome,age_upon_outcome_(days),age_upon_outcome_(years),age_upon_outcome_age_group,outcome_datetime,outcome_month,outcome_year,outcome_monthyear,outcome_weekday,outcome_hour,outcome_number,dob_year,dob_month,dob_monthyear,age_upon_intake,animal_id_intake,animal_type,breed,color,found_location,intake_condition,intake_type,sex_upon_intake,count,age_upon_intake_(days),age_upon_intake_(years),age_upon_intake_age_group,intake_datetime,intake_month,intake_year,intake_monthyear,intake_weekday,intake_hour,intake_number,time_in_shelter,time_in_shelter_days
3 years,A663703,2011-09-23 0:00,,Adoption,Neutered Male,1095,3,"(2.5, 5.0]",2014-11-01 16:52,11,2014,Nov-14,Saturday,16,1,2011,9,Nov-14,3 years,A663703,Dog,German Shepherd Mix,Black/Tan,Austin (TX),Normal,Public Assist,Neutered Male,1,1095,3,"(2.5, 5.0]",2014-09-22 13:39,9,2014,Sep-14,Monday,13,1,40 days 03:13:00.000000000,40.13402778
2 years,A663703,2011-09-23 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2014-03-31 18:09,3,2014,Mar-14,Monday,18,2,2011,9,Mar-14,2 years,A663703,Dog,German Shepherd Mix,Black/Tan,2121 Cervin Blvd in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2014-03-30 14:06,3,2014,Mar-14,Sunday,14,2,1 days 04:03:00.000000000,1.16875
2 months,A663722,2013-07-16 0:00,Partner,Transfer,Neutered Male,60,0.164383562,"(-0.025, 2.5]",2013-10-09 16:38,10,2013,Oct-13,Wednesday,16,1,2013,7,Oct-13,2 months,A663722,Cat,Domestic Shorthair Mix,Black,Austin (TX),Normal,Owner Surrender,Neutered Male,1,60,0.164383562,"(-0.025, 2.5]",2013-10-09 12:11,10,2013,Oct-13,Wednesday,12,1,0 days 04:27:00.000000000,0.185416667
2 months,A663723,2013-07-16 0:00,Partner,Transfer,Neutered Male,60,0.164383562,"(-0.025, 2.5]",2013-10-09 16:42,10,2013,Oct-13,Wednesday,16,1,2013,7,Oct-13,2 months,A663723,Cat,Domestic Shorthair Mix,Brown Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,60,0.164383562,"(-0.025, 2.5]",2013-10-09 12:11,10,2013,Oct-13,Wednesday,12,1,0 days 04:31:00.000000000,0.188194444
6 years,A663726,2010-09-23 0:00,,Adoption,Spayed Female,2190,6,"(5.0, 7.5]",2017-07-16 14:18,7,2017,Jul-17,Sunday,14,1,2010,9,Jul-17,6 years,A663726,Dog,Australian Cattle Dog,Brown,Austin (TX),Normal,Owner Surrender,Spayed Female,1,2190,6,"(5.0, 7.5]",2017-07-12 12:44,7,2017,Jul-17,Wednesday,12,1,4 days 01:34:00.000000000,4.065277778
6 years,A663798,2007-09-24 0:00,,Adoption,Spayed Female,2190,6,"(5.0, 7.5]",2014-01-03 12:51,1,2014,Jan-14,Friday,12,1,2007,9,Jan-14,6 years,A663798,Dog,Labrador Retriever Mix,Yellow,Austin (TX),Normal,Owner Surrender,Spayed Female,1,2190,6,"(5.0, 7.5]",2013-12-09 14:12,12,2013,Dec-13,Monday,14,1,24 days 22:39:00.000000000,24.94375
4 years,A663819,2012-09-10 0:00,,Adoption,Neutered Male,1460,4,"(2.5, 5.0]",2016-11-13 12:50,11,2016,Nov-16,Sunday,12,1,2012,9,Nov-16,3 years,A663819,Dog,Pit Bull Mix,Black/White,Blue Cove in Austin (TX),Normal,Stray,Neutered Male,1,1095,3,"(2.5, 5.0]",2016-07-13 11:30,7,2016,Jul-16,Wednesday,11,1,123 days 01:20:00.000000000,123.0555556
3 years,A663819,2012-09-10 0:00,,Return to Owner,Neutered Male,1095,3,"(2.5, 5.0]",2016-04-12 15:53,4,2016,Apr-16,Tuesday,15,2,2012,9,Apr-16,3 years,A663819,Dog,Pit Bull Mix,Black/White,Lazy Oaks Dr & Towering Oaks Dr in Austin (TX),Normal,Stray,Neutered Male,1,1095,3,"(2.5, 5.0]",2016-04-12 11:01,4,2016,Apr-16,Tuesday,11,2,0 days 04:52:00.000000000,0.202777778
3 years,A663819,2012-09-10 0:00,,Return to Owner,Neutered Male,1095,3,"(2.5, 5.0]",2015-11-11 18:55,11,2015,Nov-15,Wednesday,18,3,2012,9,Nov-15,3 years,A663819,Dog,Pit Bull Mix,Black/White,2701 W Wm Cannon in Austin (TX),Normal,Stray,Neutered Male,1,1095,3,"(2.5, 5.0]",2015-11-09 10:57,11,2015,Nov-15,Monday,10,3,2 days 07:58:00.000000000,2.331944444
2 years,A663819,2012-09-10 0:00,,Adoption,Neutered Male,730,2,"(-0.025, 2.5]",2015-06-19 18:01,6,2015,Jun-15,Friday,18,4,2012,9,Jun-15,2 years,A663819,Dog,Pit Bull Mix,Black/White,7404 Mcneil Drive in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2015-04-29 18:38,4,2015,Apr-15,Wednesday,18,4,50 days 23:23:00.000000000,50.97430556
2 years,A663819,2012-09-10 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2015-03-10 17:40,3,2015,Mar-15,Tuesday,17,5,2012,9,Mar-15,2 years,A663819,Dog,Pit Bull Mix,Black/White,Greenland And Whispering Winds in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2015-03-10 15:55,3,2015,Mar-15,Tuesday,15,5,0 days 01:45:00.000000000,0.072916667
1 year,A663819,2012-09-10 0:00,,Return to Owner,Neutered Male,365,1,"(-0.025, 2.5]",2014-03-30 12:30,3,2014,Mar-14,Sunday,12,6,2012,9,Mar-14,1 year,A663819,Dog,Pit Bull Mix,Black/White,Manchaca & Ben White in Austin (TX),Normal,Stray,Neutered Male,1,365,1,"(-0.025, 2.5]",2014-03-26 10:30,3,2014,Mar-14,Wednesday,10,6,4 days 02:00:00.000000000,4.083333333
1 year,A663822,2013-03-24 0:00,Rabies Risk,Euthanasia,Neutered Male,365,1,"(-0.025, 2.5]",2014-10-31 15:37,10,2014,Oct-14,Friday,15,1,2013,3,Oct-14,1 year,A663822,Dog,Plott Hound Mix,Brown Brindle/White,1156 W Cesar Chavez in Austin (TX),Normal,Public Assist,Neutered Male,1,365,1,"(-0.025, 2.5]",2014-10-25 13:31,10,2014,Oct-14,Saturday,13,1,6 days 02:06:00.000000000,6.0875
3 years,A663846,2011-09-24 0:00,,Return to Owner,Neutered Male,1095,3,"(2.5, 5.0]",2014-10-03 19:04,10,2014,Oct-14,Friday,19,1,2011,9,Oct-14,3 years,A663846,Dog,Chihuahua Longhair Mix,Buff,2206 Blue Meadow Dr in Austin (TX),Normal,Stray,Neutered Male,1,1095,3,"(2.5, 5.0]",2014-10-01 11:46,10,2014,Oct-14,Wednesday,11,1,2 days 07:18:00.000000000,2.304166667
4 years,A663856,2010-09-25 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2015-05-06 15:38,5,2015,May-15,Wednesday,15,1,2010,9,May-15,4 years,A663856,Dog,Chihuahua Shorthair Mix,Brown,E Oltorf Blvd And Ih35 in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2015-05-03 11:35,5,2015,May-15,Sunday,11,1,3 days 04:03:00.000000000,3.16875
1 year,A663864,2012-09-25 0:00,,Return to Owner,Spayed Female,365,1,"(-0.025, 2.5]",2013-10-08 18:26,10,2013,Oct-13,Tuesday,18,1,2012,9,Oct-13,1 year,A663864,Dog,American Bulldog Mix,White/Brown,Austin (TX),Normal,Owner Surrender,Spayed Female,1,365,1,"(-0.025, 2.5]",2013-10-05 13:11,10,2013,Oct-13,Saturday,13,1,3 days 05:15:00.000000000,3.21875
4 years,A663868,2013-01-25 0:00,,Adoption,Neutered Male,1460,4,"(2.5, 5.0]",2017-02-12 18:07,2,2017,Feb-17,Sunday,18,1,2013,1,Feb-17,3 years,A663868,Dog,Pit Bull/Australian Cattle Dog,White/Brown,10911 Maha Loop in Austin (TX),Normal,Stray,Neutered Male,1,1095,3,"(2.5, 5.0]",2016-02-06 11:10,2,2016,Feb-16,Saturday,11,1,372 days 06:57:00.000000000,372.2895833
2 years,A663889,2011-09-25 0:00,,Adoption,Neutered Male,730,2,"(-0.025, 2.5]",2013-11-04 16:53,11,2013,Nov-13,Monday,16,1,2011,9,Nov-13,2 years,A663889,Dog,Labrador Retriever/Beauceron,Black/Tan,E Oltorf St/Burleson Rd in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2013-10-16 16:29,10,2013,Oct-13,Wednesday,16,1,19 days 00:24:00.000000000,19.01666667
1 year,A663901,2012-09-25 0:00,,Adoption,Spayed Female,365,1,"(-0.025, 2.5]",2013-12-31 16:45,12,2013,Dec-13,Tuesday,16,1,2012,9,Dec-13,1 year,A663901,Cat,Domestic Shorthair Mix,Brown Tabby/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,365,1,"(-0.025, 2.5]",2013-12-28 12:21,12,2013,Dec-13,Saturday,12,1,3 days 04:24:00.000000000,3.183333333
5 months,A663913,2013-07-11 0:00,,Adoption,Spayed Female,150,0.410958904,"(-0.025, 2.5]",2013-12-20 14:53,12,2013,Dec-13,Friday,14,1,2013,7,Dec-13,5 months,A663913,Dog,German Shepherd/Collie Rough,Black/Brown,9900  N Ih 35 in Austin (TX),Normal,Stray,Spayed Female,1,150,0.410958904,"(-0.025, 2.5]",2013-12-14 17:25,12,2013,Dec-13,Saturday,17,1,5 days 21:28:00.000000000,5.894444444
5 months,A663914,2013-07-11 0:00,,Adoption,Spayed Female,150,0.410958904,"(-0.025, 2.5]",2013-12-18 16:43,12,2013,Dec-13,Wednesday,16,1,2013,7,Dec-13,5 months,A663914,Dog,Labrador Retriever/Flat Coat Retriever,Black,9900  N Ih 35 in Austin (TX),Normal,Stray,Spayed Female,1,150,0.410958904,"(-0.025, 2.5]",2013-12-14 17:25,12,2013,Dec-13,Saturday,17,1,3 days 23:18:00.000000000,3.970833333
4 years,A663928,2009-09-26 0:00,,Return to Owner,Neutered Male,1460,4,"(2.5, 5.0]",2013-12-01 15:41,12,2013,Dec-13,Sunday,15,1,2009,9,Dec-13,4 years,A663928,Dog,Australian Cattle Dog/Akita,Red/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1460,4,"(2.5, 5.0]",2013-11-21 13:35,11,2013,Nov-13,Thursday,13,1,10 days 02:06:00.000000000,10.0875
2 years,A663932,2012-09-26 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2015-04-13 18:22,4,2015,Apr-15,Monday,18,1,2012,9,Apr-15,2 years,A663932,Dog,Harrier Mix,Brown/White,7116 Windrift Way in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2015-04-13 16:28,4,2015,Apr-15,Monday,16,1,0 days 01:54:00.000000000,0.079166667
3 months,A663948,2013-07-03 0:00,,Return to Owner,Neutered Male,90,0.246575342,"(-0.025, 2.5]",2013-10-08 17:23,10,2013,Oct-13,Tuesday,17,1,2013,7,Oct-13,3 months,A663948,Cat,Domestic Shorthair,Black/White,12314 Willow Wild in Austin (TX),Normal,Public Assist,Intact Male,1,90,0.246575342,"(-0.025, 2.5]",2013-10-03 14:00,10,2013,Oct-13,Thursday,14,1,5 days 03:23:00.000000000,5.140972222
4 years,A663956,2009-09-27 0:00,,Adoption,Spayed Female,1460,4,"(2.5, 5.0]",2013-12-01 17:55,12,2013,Dec-13,Sunday,17,1,2009,9,Dec-13,4 years,A663956,Dog,Australian Shepherd Mix,Tricolor,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1460,4,"(2.5, 5.0]",2013-11-26 14:38,11,2013,Nov-13,Tuesday,14,1,5 days 03:17:00.000000000,5.136805556
3 years,A663964,2013-09-06 0:00,,Return to Owner,Neutered Male,1095,3,"(2.5, 5.0]",2017-01-24 16:47,1,2017,Jan-17,Tuesday,16,1,2013,9,Jan-17,3 years,A663964,Dog,Boxer Mix,Tan/White,Austin (TX),Normal,Public Assist,Neutered Male,1,1095,3,"(2.5, 5.0]",2017-01-13 11:09,1,2017,Jan-17,Friday,11,1,11 days 05:38:00.000000000,11.23472222
2 years,A663997,2011-09-27 0:00,Partner,Transfer,Neutered Male,730,2,"(-0.025, 2.5]",2013-12-08 23:22,12,2013,Dec-13,Sunday,23,1,2011,9,Dec-13,2 years,A663997,Cat,Domestic Shorthair Mix,Orange Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,730,2,"(-0.025, 2.5]",2013-11-15 11:21,11,2013,Nov-13,Friday,11,1,23 days 12:01:00.000000000,23.50069444
7 months,A664001,2013-04-27 0:00,,Adoption,Neutered Male,210,0.575342466,"(-0.025, 2.5]",2013-11-27 16:09,11,2013,Nov-13,Wednesday,16,1,2013,4,Nov-13,6 months,A664001,Cat,Domestic Shorthair Mix,Blue Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,180,0.493150685,"(-0.025, 2.5]",2013-11-24 11:25,11,2013,Nov-13,Sunday,11,1,3 days 04:44:00.000000000,3.197222222
1 year,A664051,2012-09-28 0:00,,Adoption,Spayed Female,365,1,"(-0.025, 2.5]",2014-02-15 16:59,2,2014,Feb-14,Saturday,16,1,2012,9,Feb-14,1 year,A664051,Dog,Labrador Retriever Mix,White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,365,1,"(-0.025, 2.5]",2014-02-06 16:13,2,2014,Feb-14,Thursday,16,1,9 days 00:46:00.000000000,9.031944444
1 year,A664057,2012-11-28 0:00,,Adoption,Neutered Male,365,1,"(-0.025, 2.5]",2013-12-07 16:51,12,2013,Dec-13,Saturday,16,1,2012,11,Dec-13,10 months,A664057,Dog,Pit Bull Mix,Brown/White,Austin (TX),Normal,Owner Surrender,Intact Male,1,300,0.821917808,"(-0.025, 2.5]",2013-10-26 15:25,10,2013,Oct-13,Saturday,15,1,42 days 01:26:00.000000000,42.05972222
4 years,A664058,2012-11-28 0:00,,Return to Owner,Neutered Male,1460,4,"(2.5, 5.0]",2017-03-08 12:07,3,2017,Mar-17,Wednesday,12,1,2012,11,Mar-17,4 years,A664058,Dog,Labrador Retriever/Pit Bull,Black/White,Austin (TX),Normal,Public Assist,Neutered Male,1,1460,4,"(2.5, 5.0]",2017-02-25 17:02,2,2017,Feb-17,Saturday,17,1,10 days 19:05:00.000000000,10.79513889
3 years,A664058,2012-11-28 0:00,Partner,Transfer,Neutered Male,1095,3,"(2.5, 5.0]",2016-04-15 15:37,4,2016,Apr-16,Friday,15,2,2012,11,Apr-16,3 years,A664058,Dog,Labrador Retriever/Pit Bull,Black/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1095,3,"(2.5, 5.0]",2016-03-29 17:03,3,2016,Mar-16,Tuesday,17,2,16 days 22:34:00.000000000,16.94027778
2 years,A664058,2012-11-28 0:00,,Adoption,Neutered Male,730,2,"(-0.025, 2.5]",2015-06-01 17:47,6,2015,Jun-15,Monday,17,3,2012,11,Jun-15,2 years,A664058,Dog,Labrador Retriever/Pit Bull,Black/White,6705 Campina Xing in Del Valle (TX),Normal,Owner Surrender,Neutered Male,1,730,2,"(-0.025, 2.5]",2015-05-04 16:24,5,2015,May-15,Monday,16,3,28 days 01:23:00.000000000,28.05763889
1 year,A664058,2012-11-28 0:00,,Adoption,Neutered Male,365,1,"(-0.025, 2.5]",2013-12-15 16:17,12,2013,Dec-13,Sunday,16,4,2012,11,Dec-13,10 months,A664058,Dog,Labrador Retriever/Pit Bull,Black/White,Austin (TX),Normal,Owner Surrender,Intact Male,1,300,0.821917808,"(-0.025, 2.5]",2013-10-26 15:25,10,2013,Oct-13,Saturday,15,4,50 days 00:52:00.000000000,50.03611111
5 years,A664093,2008-09-29 0:00,Partner,Transfer,Spayed Female,1825,5,"(2.5, 5.0]",2013-10-26 11:00,10,2013,Oct-13,Saturday,11,1,2008,9,Oct-13,5 years,A664093,Dog,Rottweiler Mix,Black/Tan,Outside Jurisdiction,Normal,Owner Surrender,Spayed Female,1,1825,5,"(2.5, 5.0]",2013-10-13 13:53,10,2013,Oct-13,Sunday,13,1,12 days 21:07:00.000000000,12.87986111
9 months,A664097,2012-12-29 0:00,Partner,Transfer,Intact Female,270,0.739726027,"(-0.025, 2.5]",2013-10-11 13:13,10,2013,Oct-13,Friday,13,1,2012,12,Oct-13,9 months,A664097,Dog,Pointer Mix,Black/White,South Austin in Austin (TX),Normal,Stray,Intact Female,1,270,0.739726027,"(-0.025, 2.5]",2013-10-11 8:51,10,2013,Oct-13,Friday,8,1,0 days 04:22:00.000000000,0.181944444
9 months,A664097,2012-12-29 0:00,Partner,Transfer,Intact Female,270,0.739726027,"(-0.025, 2.5]",2013-10-10 17:42,10,2013,Oct-13,Thursday,17,2,2012,12,Oct-13,9 months,A664097,Dog,Pointer Mix,Black/White,Austin (TX),Normal,Owner Surrender,Intact Female,1,270,0.739726027,"(-0.025, 2.5]",2013-10-08 13:46,10,2013,Oct-13,Tuesday,13,2,2 days 03:56:00.000000000,2.163888889
5 years,A664104,2011-09-29 0:00,,Adoption,Neutered Male,1825,5,"(2.5, 5.0]",2017-02-11 17:11,2,2017,Feb-17,Saturday,17,1,2011,9,Feb-17,5 years,A664104,Dog,Boxer Mix,Red/Black,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1825,5,"(2.5, 5.0]",2017-02-05 9:57,2,2017,Feb-17,Sunday,9,1,6 days 07:14:00.000000000,6.301388889
8 years,A664151,2008-09-30 0:00,Offsite,Adoption,Neutered Male,2920,8,"(7.5, 10.0]",2016-10-30 18:59,10,2016,Oct-16,Sunday,18,1,2008,9,Oct-16,8 years,A664151,Dog,Chihuahua Shorthair,Red,Oltorf And Douglas in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2016-10-15 13:32,10,2016,Oct-16,Saturday,13,1,15 days 05:27:00.000000000,15.22708333
7 years,A664151,2008-09-30 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2016-06-09 18:11,6,2016,Jun-16,Thursday,18,2,2008,9,Jun-16,7 years,A664151,Dog,Chihuahua Shorthair,Red,7201 Levander Loop Blvd in Austin (TX),Normal,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2016-06-09 16:10,6,2016,Jun-16,Thursday,16,2,0 days 02:01:00.000000000,0.084027778
2 months,A664185,2013-08-12 0:00,,Adoption,Neutered Male,60,0.164383562,"(-0.025, 2.5]",2013-11-09 15:32,11,2013,Nov-13,Saturday,15,1,2013,8,Nov-13,2 months,A664185,Cat,Domestic Shorthair Mix,Black,Austin (TX),Normal,Owner Surrender,Neutered Male,1,60,0.164383562,"(-0.025, 2.5]",2013-10-22 18:42,10,2013,Oct-13,Tuesday,18,1,17 days 20:50:00.000000000,17.86805556
2 months,A664186,2013-08-12 0:00,,Adoption,Spayed Female,60,0.164383562,"(-0.025, 2.5]",2013-11-09 16:24,11,2013,Nov-13,Saturday,16,1,2013,8,Nov-13,2 months,A664186,Cat,Domestic Shorthair Mix,Brown Tabby,Austin (TX),Normal,Owner Surrender,Spayed Female,1,60,0.164383562,"(-0.025, 2.5]",2013-10-22 18:42,10,2013,Oct-13,Tuesday,18,1,17 days 21:42:00.000000000,17.90416667
1 year,A664188,2012-03-30 0:00,,Return to Owner,Neutered Male,365,1,"(-0.025, 2.5]",2013-10-17 14:38,10,2013,Oct-13,Thursday,14,1,2012,3,Oct-13,1 year,A664188,Dog,Pit Bull Mix,Blue/White,6914 Blessings Ave in Austin (TX),Normal,Stray,Neutered Male,1,365,1,"(-0.025, 2.5]",2013-10-13 10:43,10,2013,Oct-13,Sunday,10,1,4 days 03:55:00.000000000,4.163194444
2 years,A664218,2013-03-30 0:00,SCRP,Transfer,Neutered Male,730,2,"(-0.025, 2.5]",2015-07-08 9:00,7,2015,Jul-15,Wednesday,9,1,2013,3,Jul-15,2 years,A664218,Cat,Domestic Medium Hair Mix,Blue Tabby/White,2765 E 7Th St in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2015-07-07 17:48,7,2015,Jul-15,Tuesday,17,1,0 days 15:12:00.000000000,0.633333333
2 years,A664228,2012-11-30 0:00,,Return to Owner,Spayed Female,730,2,"(-0.025, 2.5]",2014-11-30 14:44,11,2014,Nov-14,Sunday,14,1,2012,11,Nov-14,1 year,A664228,Dog,Pit Bull Mix,Brown Brindle/White,Johnny Morris Rd & Fm 969 in Austin (TX),Normal,Stray,Spayed Female,1,365,1,"(-0.025, 2.5]",2014-11-25 15:30,11,2014,Nov-14,Tuesday,15,1,4 days 23:14:00.000000000,4.968055556
1 year,A664228,2012-11-30 0:00,,Return to Owner,Spayed Female,365,1,"(-0.025, 2.5]",2014-08-10 18:41,8,2014,Aug-14,Sunday,18,2,2012,11,Aug-14,1 year,A664228,Dog,Pit Bull Mix,Brown Brindle/White,Barton Springs And South Lamar in Austin (TX),Normal,Stray,Spayed Female,1,365,1,"(-0.025, 2.5]",2014-08-10 12:05,8,2014,Aug-14,Sunday,12,2,0 days 06:36:00.000000000,0.275
1 year,A664228,2012-11-30 0:00,,Return to Owner,Spayed Female,365,1,"(-0.025, 2.5]",2014-06-06 18:40,6,2014,Jun-14,Friday,18,3,2012,11,Jun-14,1 year,A664228,Dog,Pit Bull Mix,Brown Brindle/White,2100 Barton Springs Road in Austin (TX),Normal,Stray,Spayed Female,1,365,1,"(-0.025, 2.5]",2014-06-06 13:24,6,2014,Jun-14,Friday,13,3,0 days 05:16:00.000000000,0.219444444
1 year,A664228,2012-11-30 0:00,,Adoption,Spayed Female,365,1,"(-0.025, 2.5]",2014-04-16 18:49,4,2014,Apr-14,Wednesday,18,4,2012,11,Apr-14,1 year,A664228,Dog,Pit Bull Mix,Brown Brindle/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,365,1,"(-0.025, 2.5]",2014-01-04 11:32,1,2014,Jan-14,Saturday,11,4,102 days 07:17:00.000000000,102.3034722
3 years,A664233,2010-09-30 0:00,Suffering,Euthanasia,Intact Female,1095,3,"(2.5, 5.0]",2013-10-01 15:33,10,2013,Oct-13,Tuesday,15,1,2010,9,Oct-13,3 years,A664233,Dog,Pit Bull Mix,Blue/White,7405 Springtime in Austin (TX),Injured,Stray,Intact Female,1,1095,3,"(2.5, 5.0]",2013-10-01 8:53,10,2013,Oct-13,Tuesday,8,1,0 days 06:40:00.000000000,0.277777778
8 years,A664234,2005-10-01 0:00,Suffering,Euthanasia,Intact Male,2920,8,"(7.5, 10.0]",2013-10-01 19:09,10,2013,Oct-13,Tuesday,19,1,2005,10,Oct-13,8 years,A664234,Dog,Border Collie Mix,Black/White,5400 Jimmy Clay in Austin (TX),Injured,Stray,Intact Male,1,2920,8,"(7.5, 10.0]",2013-10-01 10:37,10,2013,Oct-13,Tuesday,10,1,0 days 08:32:00.000000000,0.355555556
1 week,A664235,2013-09-24 0:00,Partner,Transfer,Unknown,7,0.019178082,"(-0.025, 2.5]",2013-10-01 10:39,10,2013,Oct-13,Tuesday,10,1,2013,9,Oct-13,1 week,A664235,Cat,Domestic Shorthair Mix,Orange/White,Abia in Austin (TX),Normal,Stray,Unknown,1,7,0.019178082,"(-0.025, 2.5]",2013-10-01 8:33,10,2013,Oct-13,Tuesday,8,1,0 days 02:06:00.000000000,0.0875
1 week,A664236,2013-09-24 0:00,Partner,Transfer,Unknown,7,0.019178082,"(-0.025, 2.5]",2013-10-01 10:44,10,2013,Oct-13,Tuesday,10,1,2013,9,Oct-13,1 week,A664236,Cat,Domestic Shorthair Mix,Orange/White,Abia in Austin (TX),Normal,Stray,Unknown,1,7,0.019178082,"(-0.025, 2.5]",2013-10-01 8:33,10,2013,Oct-13,Tuesday,8,1,0 days 02:11:00.000000000,0.090972222
1 week,A664237,2013-09-24 0:00,Partner,Transfer,Unknown,7,0.019178082,"(-0.025, 2.5]",2013-10-01 10:44,10,2013,Oct-13,Tuesday,10,1,2013,9,Oct-13,1 week,A664237,Cat,Domestic Shorthair Mix,Orange/White,Abia in Austin (TX),Normal,Stray,Unknown,1,7,0.019178082,"(-0.025, 2.5]",2013-10-01 8:33,10,2013,Oct-13,Tuesday,8,1,0 days 02:11:00.000000000,0.090972222
4 months,A664238,2013-06-01 0:00,Medical,Euthanasia,Unknown,120,0.328767123,"(-0.025, 2.5]",2013-10-01 16:47,10,2013,Oct-13,Tuesday,16,1,2013,6,Oct-13,4 months,A664238,Cat,American Shorthair Mix,Black/White,Outside Jurisdiction,Normal,Stray,Unknown,1,120,0.328767123,"(-0.025, 2.5]",2013-10-01 9:33,10,2013,Oct-13,Tuesday,9,1,0 days 07:14:00.000000000,0.301388889
3 months,A664241,2013-08-01 0:00,,Adoption,Spayed Female,90,0.246575342,"(-0.025, 2.5]",2013-11-01 18:38,11,2013,Nov-13,Friday,18,1,2013,8,Nov-13,2 months,A664241,Dog,Pit Bull Mix,Brown Brindle/White,1130 Leona in Austin (TX),Sick,Owner Surrender,Spayed Female,1,60,0.164383562,"(-0.025, 2.5]",2013-10-30 14:22,10,2013,Oct-13,Wednesday,14,1,2 days 04:16:00.000000000,2.177777778
2 months,A664242,2013-08-01 0:00,,Return to Owner,Spayed Female,60,0.164383562,"(-0.025, 2.5]",2013-10-30 18:35,10,2013,Oct-13,Wednesday,18,1,2013,8,Oct-13,2 months,A664242,Dog,Pit Bull Mix,Brown Brindle/White,1130 Leona in Austin (TX),Sick,Owner Surrender,Spayed Female,1,60,0.164383562,"(-0.025, 2.5]",2013-10-30 14:22,10,2013,Oct-13,Wednesday,14,1,0 days 04:13:00.000000000,0.175694444
2 months,A664244,2013-08-01 0:00,,Adoption,Neutered Male,60,0.164383562,"(-0.025, 2.5]",2013-10-31 14:56,10,2013,Oct-13,Thursday,14,1,2013,8,Oct-13,2 months,A664244,Dog,Pit Bull Mix,Black/Black Brindle,1130 Leona in Austin (TX),Sick,Owner Surrender,Neutered Male,1,60,0.164383562,"(-0.025, 2.5]",2013-10-30 14:22,10,2013,Oct-13,Wednesday,14,1,1 days 00:34:00.000000000,1.023611111
2 years,A664253,2011-10-01 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2013-10-07 14:15,10,2013,Oct-13,Monday,14,1,2011,10,Oct-13,2 years,A664253,Dog,Black/Tan Hound Mix,Black/Brown,Austin (TX),Normal,Public Assist,Neutered Male,1,730,2,"(-0.025, 2.5]",2013-10-01 13:44,10,2013,Oct-13,Tuesday,13,1,6 days 00:31:00.000000000,6.021527778
17 years,A664256,1996-10-01 0:00,Partner,Transfer,Neutered Male,6205,17,"(15.0, 17.5]",2013-10-10 13:17,10,2013,Oct-13,Thursday,13,1,1996,10,Oct-13,17 years,A664256,Cat,Domestic Shorthair Mix,Brown Tabby/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,6205,17,"(15.0, 17.5]",2013-10-01 10:59,10,2013,Oct-13,Tuesday,10,1,9 days 02:18:00.000000000,9.095833333
4 years,A664257,2009-10-01 0:00,Foster,Adoption,Spayed Female,1460,4,"(2.5, 5.0]",2013-10-24 13:31,10,2013,Oct-13,Thursday,13,1,2009,10,Oct-13,4 years,A664257,Dog,Podengo Pequeno Mix,Black,Burleson in Travis (TX),Normal,Stray,Intact Female,1,1460,4,"(2.5, 5.0]",2013-10-01 11:01,10,2013,Oct-13,Tuesday,11,1,23 days 02:30:00.000000000,23.10416667
