age_upon_intake,animal_id,animal_type,breed,color,datetime,datetime2,found_location,intake_condition,intake_type,name,sex_upon_intake
12 years,A721879,Dog,Rat Terrier Mix,Black/White,2016-03-06T13:53:00.000,2016-03-06T13:53:00.000,Austin (TX),Aged,Owner Surrender,Jojo,Neutered Male
2 years,A717595,Dog,Yorkshire Terrier/Miniature Poodle,Gray/Brown,2018-02-03T16:25:00.000,2018-02-03T16:25:00.000,1403 Mearns Meadow in Austin (TX),Normal,Public Assist,Rambo,Neutered Male
2 years,A712857,Dog,American Pit Bull Terrier Mix,Brown Brindle,2015-09-29T11:42:00.000,2015-09-29T11:42:00.000,1145 Airport Blvd in Austin (TX),Normal,Stray,*Collin,Intact Male
11 months,A715446,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-11-04T17:19:00.000,2015-11-04T17:19:00.000,Austin (TX),Normal,Owner Surrender,Pooh,Intact Male
8 years,A563022,Dog,Pit Bull Mix,Tan/White,2017-02-14T18:34:00.000,2017-02-14T18:34:00.000,10207 Fm 812 in Travis (TX),Aged,Stray,Pancho,Neutered Male
8 months,A742640,Dog,Boxer Mix,Brown/Black,2017-04-18T17:37:00.000,2017-04-18T17:37:00.000,Travis (TX),Normal,Public Assist,Bella,Intact Female
1 month,A686218,Cat,Domestic Medium Hair Mix,Torbie/White,2014-08-18T15:48:00.000,2014-08-18T15:48:00.000,Austin (TX),Normal,Owner Surrender,Sam,Intact Female
3 weeks,A749954,Cat,Domestic Shorthair Mix,Cream Tabby/White,2017-05-21T16:45:00.000,2017-05-21T16:45:00.000,5924 Abby Ann Lane in Austin (TX),Normal,Stray,*Rowan,Intact Male
1 month,A748245,Dog,Chihuahua Shorthair Mix,Tan,2017-05-01T11:29:00.000,2017-05-01T11:29:00.000,Austin (TX),Normal,Owner Surrender,*Rosemary,Intact Female
11 months,A673032,Dog,Dachshund Longhair Mix,Red/Black,2014-04-16T16:23:00.000,2014-04-16T16:23:00.000,9500 Teasdale Ter in Austin (TX),Normal,Stray,Sonic,Neutered Male
1 year,A723304,Other,Bat,Black/Brown,2016-03-29T16:29:00.000,2016-03-29T16:29:00.000,2415 S Congress in Austin (TX),Normal,Wildlife,,Unknown
6 days,A724464,Cat,Domestic Medium Hair Mix,Orange Tabby,2016-04-18T07:22:00.000,2016-04-18T07:22:00.000,12636  Research in Austin (TX),Nursing,Stray,,Unknown
3 years,A696683,Dog,Australian Cattle Dog Mix,Brown/Black,2015-02-10T08:44:00.000,2015-02-10T08:44:00.000,15Th /Rio Grande in Austin (TX),Normal,Stray,Cooper,Intact Female
8 years,A761091,Cat,Domestic Shorthair Mix,Black,2017-10-29T07:43:00.000,2017-10-29T07:43:00.000,7018 Riverton Dr in Austin (TX),Sick,Stray,*Diego,Neutered Male
4 weeks,A678584,Cat,Domestic Shorthair Mix,Black,2014-05-10T13:45:00.000,2014-05-10T13:45:00.000,1300 Crossing Pl in Austin (TX),Normal,Stray,Madison,Intact Female
2 years,A738507,Cat,Domestic Medium Hair Mix,Tortie,2016-11-16T14:18:00.000,2016-11-16T14:18:00.000,Pflugerville (TX),Normal,Owner Surrender,Night,Intact Female
6 years,A706406,Dog,Beagle Mix,Red/Black,2015-06-28T15:07:00.000,2015-06-28T15:07:00.000,Us-183 & Colton Rd in Travis (TX),Normal,Stray,Ezzie,Spayed Female
3 weeks,A687906,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2014-09-11T16:33:00.000,2014-09-11T16:33:00.000,Williamson Rd & Graef Rd in Travis (TX),Normal,Stray,*Kerby,Intact Male
2 years,A727293,Dog,Pit Bull Mix,Brown Brindle,2016-11-12T12:29:00.000,2016-11-12T12:29:00.000,3403 Santa Fe in Austin (TX),Normal,Stray,Bandido,Intact Male
5 months,A686497,Cat,Domestic Shorthair Mix,Black Tabby,2014-08-22T16:55:00.000,2014-08-22T16:55:00.000,Pflugerville (TX),Normal,Owner Surrender,Chester,Intact Male
2 months,A673756,Cat,Domestic Longhair Mix,Orange Tabby,2014-03-01T16:24:00.000,2014-03-01T16:24:00.000,Austin (TX),Normal,Owner Surrender,,Intact Male
1 day,A749523,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-05-16T09:31:00.000,2017-05-16T09:31:00.000,7201 Levander Loop in Austin (TX),Normal,Stray,,Intact Male
4 weeks,A666074,Cat,Domestic Shorthair Mix,Brown Tabby,2013-10-26T14:45:00.000,2013-10-26T14:45:00.000,5240 Mathra in Del Valle (TX),Normal,Stray,*Jackson,Intact Male
2 months,A713279,Dog,Labrador Retriever Mix,Black/White,2015-10-22T12:41:00.000,2015-10-22T12:41:00.000,Outside Jurisdiction,Normal,Owner Surrender,,Spayed Female
1 year,A737994,Cat,Domestic Shorthair Mix,Brown Tabby,2016-11-08T10:15:00.000,2016-11-08T10:15:00.000,1166 Perry Rd in Austin (TX),Normal,Stray,,Intact Female
2 years,A673527,Dog,French Bulldog Mix,White,2014-02-25T15:49:00.000,2014-02-25T15:49:00.000,Fm 812 in Travis (TX),Normal,Stray,Polly,Intact Female
1 year,A713039,Bird,Parrot,Green/Yellow,2015-10-02T01:23:00.000,2015-10-02T01:23:00.000,6405 Jennings Dr in Austin (TX),Injured,Stray,,Unknown
1 month,A739627,Dog,Chihuahua Shorthair Mix,Tan/White,2016-12-05T13:37:00.000,2016-12-05T13:37:00.000,Hays (TX),Normal,Owner Surrender,,Intact Male
3 years,A669528,Other,Bat Mix,Brown,2013-12-21T19:11:00.000,2013-12-21T19:11:00.000,15436 Fm 1825 in Travis (TX),Normal,Wildlife,,Unknown
1 month,A727136,Cat,Domestic Shorthair Mix,Calico,2016-05-18T15:32:00.000,2016-05-18T15:32:00.000,12751 Webberville Rd in Travis (TX),Normal,Stray,*Highway,Intact Female
1 year,A758094,Dog,Boxer Mix,Brown/Black,2017-09-11T13:13:00.000,2017-09-11T13:13:00.000,Austin (TX),Normal,Public Assist,Myah,Intact Female
2 months,A753217,Cat,Domestic Shorthair Mix,Black/White,2017-07-03T14:14:00.000,2017-07-03T14:14:00.000,1303 East 7Th in Austin (TX),Normal,Stray,*Marbella,Intact Female
10 years,A749764,Cat,Domestic Shorthair Mix,Black/White,2017-05-19T12:11:00.000,2017-05-19T12:11:00.000,Austin (TX),Normal,Owner Surrender,Gaz,Spayed Female
3 years,A714669,Dog,Pit Bull Mix,Black/White,2017-08-07T12:36:00.000,2017-08-07T12:36:00.000,12349 Metric Boulevard in Austin (TX),Normal,Stray,Coota,Intact Male
3 months,A686076,Cat,Domestic Shorthair Mix,Silver Tabby,2014-08-16T11:50:00.000,2014-08-16T11:50:00.000,11616 N. Lamar in Austin (TX),Normal,Stray,,Intact Female
6 months,A734240,Other,Rabbit Sh Mix,White/Black,2016-09-03T12:04:00.000,2016-09-03T12:04:00.000,2815 Hwy 71 in Austin (TX),Normal,Public Assist,,Intact Female
13 years,A686639,Cat,Domestic Shorthair Mix,Torbie,2014-09-06T12:08:00.000,2014-09-06T12:08:00.000,Pflugerville (TX),Normal,Owner Surrender,Pepper,Spayed Female
1 year,A710998,Cat,Domestic Shorthair Mix,Brown Tabby,2015-08-31T15:13:00.000,2015-08-31T15:13:00.000,Johnny Morris Rd And Hwy 290 in Austin (TX),Normal,Stray,,Intact Female
2 months,A679456,Cat,Manx Mix,Blue Tabby,2014-05-27T12:14:00.000,2014-05-27T12:14:00.000,Austin (TX),Normal,Owner Surrender,Kovu,Intact Male
3 days,A767742,Dog,Pit Bull Mix,Black/White,2018-03-06T08:59:00.000,2018-03-06T08:59:00.000,Austin (TX),Normal,Stray,,Intact Male
2 years,A624844,Dog,American Eskimo Mix,White/Brown,2014-06-11T14:59:00.000,2014-06-11T14:59:00.000,Austin (TX),Normal,Public Assist,Coco,Neutered Male
7 years,A685279,Cat,Domestic Longhair Mix,Brown Tabby/White,2014-08-20T12:46:00.000,2014-08-20T12:46:00.000,Austin (TX),Normal,Owner Surrender,Sophie,Spayed Female
11 months,A726375,Dog,Australian Cattle Dog,Black/White,2017-02-12T15:01:00.000,2017-02-12T15:01:00.000,4527 Ave C in Austin (TX),Normal,Stray,Po,Neutered Male
1 year,A741509,Other,Raccoon,Black/Brown,2017-01-03T10:37:00.000,2017-01-03T10:37:00.000,1101 Garner Ave in Austin (TX),Sick,Wildlife,,Unknown
1 week,A682124,Cat,Domestic Shorthair Mix,Brown Tabby,2014-06-24T16:27:00.000,2014-06-24T16:27:00.000,Ben White/Manchaca in Austin (TX),Normal,Stray,,Unknown
8 months,A762473,Dog,Chihuahua Shorthair Mix,Black/Tricolor,2017-11-21T10:20:00.000,2017-11-21T10:20:00.000,1704 Nelms Drive in Austin (TX),Normal,Stray,Dulcinea,Intact Female
3 months,A715831,Dog,Labrador Retriever Mix,Black/White,2015-11-10T18:39:00.000,2015-11-10T18:39:00.000,1401 S Pleasant Valley Rd in Austin (TX),Normal,Stray,Cheif,Intact Male
1 month,A680973,Dog,Australian Shepherd/Border Collie,Sable/White,2014-06-10T18:08:00.000,2014-06-10T18:08:00.000,E Wm Cannon And Pleasant Valley in Austin (TX),Normal,Stray,,Intact Male
2 months,A752918,Cat,Domestic Shorthair Mix,Black,2017-06-29T10:38:00.000,2017-06-29T10:38:00.000,18301 E Lake Terrace Dr in Travis (TX),Normal,Stray,*Juleeta,Intact Female
2 years,A673594,Dog,Australian Cattle Dog Mix,White/Black,2014-02-27T11:30:00.000,2014-02-27T11:30:00.000,1200 Lily Terrace in Austin (TX),Normal,Stray,*Denali,Spayed Female
1 year,A752550,Cat,Domestic Shorthair Mix,Calico,2017-06-23T17:56:00.000,2017-06-23T17:56:00.000,6600 Elm Creek Dr in Austin (TX),Normal,Stray,,Intact Female
3 years,A767865,Dog,Pit Bull Mix,Blue/White,2018-03-08T12:57:00.000,2018-03-08T12:57:00.000,5201 Ross Road in Austin (TX),Sick,Stray,*Sansa Bark,Intact Female
1 year,A730602,Dog,Labrador Retriever Mix,Brown/Tan,2016-09-27T18:47:00.000,2016-09-27T18:47:00.000,916 Neal St in Austin (TX),Normal,Stray,*Link,Neutered Male
7 years,A610531,Dog,Chow Chow Mix,Black,2016-09-04T20:59:00.000,2016-09-04T20:59:00.000,Guadalupe St & Franklin in Austin (TX),Normal,Stray,Vegas,Spayed Female
7 months,A761930,Dog,American Pit Bull Terrier Mix,White/Tan,2017-11-11T18:23:00.000,2017-11-11T18:23:00.000,12001 Hispana Court in Austin (TX),Normal,Stray,Pebbles,Intact Female
1 year,A761249,Other,Rat Mix,Gray,2017-11-01T16:02:00.000,2017-11-01T16:02:00.000,7117 Wood Hollow in Austin (TX),Injured,Wildlife,,Unknown
9 months,A766863,Dog,Miniature Schnauzer Mix,Black/Cream,2018-02-18T12:05:00.000,2018-02-18T12:05:00.000,Players Path And River Plantation Drive in Austin (TX),Normal,Stray,,Intact Female
1 year,A755272,Cat,Domestic Shorthair Mix,White/Brown Tabby,2017-07-31T17:07:00.000,2017-07-31T17:07:00.000,13456 Onion Creek in Travis (TX),Normal,Stray,,Unknown
1 year,A680811,Dog,Pit Bull Mix,White,2014-06-08T12:15:00.000,2014-06-08T12:15:00.000,Stassney And Manchaca in Austin (TX),Injured,Stray,,Intact Female
2 weeks,A754092,Cat,Domestic Shorthair Mix,Black,2017-07-15T12:50:00.000,2017-07-15T12:50:00.000,Bearkat Canyon Drive in Austin (TX),Normal,Stray,,Intact Male
3 years,A677541,Dog,Miniature Poodle Mix,White,2014-04-26T11:37:00.000,2014-04-26T11:37:00.000,Magna Carta Loop And Virgina Dare in Austin (TX),Normal,Stray,Tommy,Neutered Male
6 days,A724142,Cat,Domestic Shorthair Mix,Brown Tabby,2016-04-12T17:18:00.000,2016-04-12T17:18:00.000,7201 Levander Loop in Austin (TX),Normal,Stray,,Unknown
1 week,A685162,Cat,Domestic Shorthair Mix,White/Black,2014-08-03T13:12:00.000,2014-08-03T13:12:00.000,4906 Birch Creek in Austin (TX),Nursing,Stray,*Maple,Unknown
9 years,A704004,Dog,Anatol Shepherd Mix,White/Tan,2015-07-23T11:59:00.000,2015-07-23T11:59:00.000,Pflugerville (TX),Normal,Owner Surrender,Jack,Neutered Male
3 weeks,A753669,Dog,Beagle Mix,Brown,2017-07-09T14:42:00.000,2017-07-09T14:42:00.000,10210 Ember Glen in Austin (TX),Normal,Stray,,Intact Male
14 years,A678971,Cat,Domestic Shorthair Mix,Brown Tabby,2014-05-14T15:28:00.000,2014-05-14T15:28:00.000,1700 Exposition Blvd in Austin (TX),Normal,Owner Surrender,Squeaky,Spayed Female
10 years,A679525,Cat,Ragdoll Mix,Seal Point,2014-05-22T11:32:00.000,2014-05-22T11:32:00.000,13233 Pine Needle St in Manor (TX),Normal,Stray,,Intact Female
10 years,A748451,Dog,Boxer Mix,Brown/White,2017-05-03T10:00:00.000,2017-05-03T10:00:00.000,1156 W Cesar Chavez in Austin (TX),Aged,Stray,*Magpie,Spayed Female
2 years,A718979,Cat,Domestic Shorthair Mix,White/Black,2016-01-10T15:05:00.000,2016-01-10T15:05:00.000,Austin (TX),Normal,Owner Surrender,Natalia,Spayed Female
2 years,A703897,Other,Raccoon Mix,Black/White,2015-05-30T11:52:00.000,2015-05-30T11:52:00.000,500 S 3Rd St in Austin (TX),Sick,Wildlife,,Unknown
3 months,A667157,Cat,Domestic Medium Hair Mix,Cream Tabby/White,2013-11-13T14:52:00.000,2013-11-13T14:52:00.000,Pflugerville (TX),Normal,Owner Surrender,Jason,Intact Male
1 month,A681562,Cat,Domestic Shorthair Mix,Calico,2014-06-18T14:46:00.000,2014-06-18T14:46:00.000,124 W Anderson Ln in Austin (TX),Normal,Stray,,Intact Female
2 years,A690431,Cat,Domestic Longhair Mix,Black,2017-08-03T12:05:00.000,2017-08-03T12:05:00.000,6101 Airport Boulevard in Austin (TX),Normal,Stray,*Spooky,Spayed Female
7 months,A760132,Dog,German Shepherd,Black/Brown,2017-11-03T12:10:00.000,2017-11-03T12:10:00.000,Austin (TX),Normal,Owner Surrender,Zeus,Neutered Male
3 years,A684096,Dog,American Pit Bull Terrier Mix,White/Gray,2014-07-19T13:01:00.000,2014-07-19T13:01:00.000,Lake Charles Dr And Wm Cannon in Austin (TX),Normal,Stray,*Diamond,Intact Female
3 years,A687208,Cat,Cymric Mix,Orange Tabby/White,2014-09-02T11:45:00.000,2014-09-02T11:45:00.000,Austin (TX),Normal,Owner Surrender,Colbie,Spayed Female
2 years,A716702,Cat,Domestic Shorthair Mix,Cream Tabby,2015-11-23T12:49:00.000,2015-11-23T12:49:00.000,9900 S Ih 35 Bldg U in Austin (TX),Normal,Stray,*Bevo,Spayed Female
3 months,A749051,Dog,Yorkshire Terrier Mix,Brown,2017-06-24T14:42:00.000,2017-06-24T14:42:00.000,Lexington Meadows And St. Thomas in Travis (TX),Normal,Stray,Puppy 1,Intact Male
2 years,A670327,Dog,Chihuahua Longhair Mix,Buff,2014-01-06T08:38:00.000,2014-01-06T08:38:00.000,12034 Research in Austin (TX),Nursing,Stray,*Cooper,Intact Male
13 years,A735330,Dog,Rat Terrier Mix,White/Black,2016-09-22T13:42:00.000,2016-09-22T13:42:00.000,4600 W Slaughter Ln in Austin (TX),Normal,Stray,Rocky,Intact Male
2 weeks,A753868,Cat,Domestic Medium Hair Mix,Brown Tabby,2017-07-12T11:57:00.000,2017-07-12T11:57:00.000,18247 Blake Manor Rd in Austin (TX),Normal,Stray,,Intact Female
10 years,A696064,Dog,Jack Russell Terrier Mix,White/Brown,2015-01-31T17:03:00.000,2015-01-31T17:03:00.000,Austin (TX),Normal,Public Assist,Petey,Neutered Male
3 weeks,A685582,Cat,Domestic Shorthair Mix,Black/White,2014-08-09T14:03:00.000,2014-08-09T14:03:00.000,6600 Elm Creek Dr in Austin (TX),Normal,Stray,,Intact Female
1 year,A740308,Cat,Domestic Shorthair Mix,Brown Tabby,2016-12-14T17:57:00.000,2016-12-14T17:57:00.000,409 E William Cannon Dr in Austin (TX),Normal,Stray,*Elia,Intact Female
3 weeks,A711112,Cat,Domestic Shorthair Mix,Brown Tabby,2015-09-02T11:21:00.000,2015-09-02T11:21:00.000,4001 Prairie Ln in Austin (TX),Nursing,Stray,*Malarkey,Intact Male
3 years,A714810,Cat,Persian Mix,Black,2015-10-28T12:35:00.000,2015-10-28T12:35:00.000,4211 S Lamar Blvd in Austin (TX),Normal,Stray,,Intact Female
4 weeks,A700733,Other,Bat,Black/Brown,2015-04-18T17:14:00.000,2015-04-18T17:14:00.000,9024 Northgate Blvd in Austin (TX),Normal,Wildlife,,Unknown
1 year,A679984,Other,Raccoon,Black/Gray,2014-05-28T16:10:00.000,2014-05-28T16:10:00.000,6102 Cherry Hollow in Austin (TX),Sick,Wildlife,,Unknown
2 years,A699472,Dog,Pembroke Welsh Corgi/Golden Retriever,Tan,2015-03-27T17:14:00.000,2015-03-27T17:14:00.000,E Riverside Dr And Vargas Rd in Austin (TX),Normal,Stray,,Intact Female
2 years,A713278,Cat,Domestic Shorthair Mix,Torbie,2015-10-05T11:43:00.000,2015-10-05T11:43:00.000,7201 Levander Loop in Austin (TX),Normal,Stray,*Jewel,Intact Female
2 years,A680884,Dog,Dachshund Mix,Black/Brown,2014-06-09T13:49:00.000,2014-06-09T13:49:00.000,3421 W. William Cannon #110 in Austin (TX),Normal,Stray,*Mayze,Intact Female
4 years,A750995,Dog,Labrador Retriever Mix,Chocolate/White,2017-06-03T11:01:00.000,2017-06-03T11:01:00.000,2204 Santa Rita St in Austin (TX),Normal,Stray,Carma,Spayed Female
3 weeks,A756466,Cat,Domestic Shorthair Mix,White/Silver Tabby,2017-08-20T11:25:00.000,2017-08-20T11:25:00.000,2628 Alcott in Austin (TX),Sick,Stray,,Intact Female
1 year,A745058,Dog,Pit Bull Mix,Black Brindle/White,2017-03-12T11:26:00.000,2017-03-12T11:26:00.000,11405 I-35 in Austin (TX),Normal,Stray,,Intact Male
1 year,A686386,Dog,German Shepherd/Boxer,Brown/Black,2015-04-03T11:28:00.000,2015-04-03T11:28:00.000,Austin (TX),Normal,Public Assist,Shelby,Spayed Female
3 weeks,A736411,Cat,Domestic Shorthair Mix,Black,2016-10-10T12:20:00.000,2016-10-10T12:20:00.000,16913 Jaron Dr in Manor (TX),Normal,Stray,,Unknown
1 year,A763750,Other,Lionhead,Gray/Gray,2017-12-15T13:35:00.000,2017-12-15T13:35:00.000,8610 Ranch Road 620 in Austin (TX),Normal,Stray,*Louie,Intact Male
1 year,A730932,Dog,Rat Terrier Mix,Black/Tan,2016-07-13T11:19:00.000,2016-07-13T11:19:00.000,Travis (TX),Normal,Owner Surrender,Roger,Intact Male
2 years,A672573,Dog,Pit Bull/Australian Cattle Dog,White/Tan,2014-02-12T18:52:00.000,2014-02-12T18:52:00.000,Coventry And Sweeny in Austin (TX),Normal,Stray,Biggie,Intact Male
7 years,A666560,Cat,Tonkinese Mix,Lynx Point,2013-11-03T15:23:00.000,2013-11-03T15:23:00.000,2911 E 16Th St in Austin (TX),Normal,Stray,Sammy Pants,Neutered Male
1 year,A745289,Other,Bat,Brown,2017-03-15T16:52:00.000,2017-03-15T16:52:00.000,2901 S Capital Of Texas in Austin (TX),Normal,Wildlife,,Unknown
9 months,A674264,Dog,Jack Russell Terrier Mix,Tricolor,2014-03-10T16:21:00.000,2014-03-10T16:21:00.000,W Anderson Ln And Georgian Dr in Austin (TX),Normal,Stray,,Intact Female
4 years,A667183,Dog,Chihuahua Longhair Mix,Red/Tan,2016-02-07T16:12:00.000,2016-02-07T16:12:00.000,760 Airport Blvd in Austin (TX),Normal,Stray,Chula,Spayed Female
11 months,A670225,Cat,Domestic Shorthair Mix,White/Black,2014-01-03T18:47:00.000,2014-01-03T18:47:00.000,2400 Dove Dr in Austin (TX),Normal,Stray,*Da Vinche,Intact Male
5 years,A649365,Dog,Pit Bull Mix,Black/White,2016-11-21T13:34:00.000,2016-11-21T13:34:00.000,1100 Shady Ln in Austin (TX),Normal,Stray,*Barley,Neutered Male
1 month,A760376,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2017-10-17T12:35:00.000,2017-10-17T12:35:00.000,900 Chicon Street in Austin (TX),Normal,Stray,*Pumpkin,Intact Male
1 year,A732786,Cat,Domestic Shorthair Mix,Black,2016-08-13T11:38:00.000,2016-08-13T11:38:00.000,7619 Scenic Brook in Austin (TX),Sick,Public Assist,,Intact Male
2 years,A695169,Dog,Australian Cattle Dog Mix,Tan,2015-01-10T13:13:00.000,2015-01-10T13:13:00.000,8105 Research Blvd #51B in Austin (TX),Normal,Stray,Peaches,Intact Female
1 year,A761255,Dog,Staffordshire Mix,Black/White,2017-12-08T13:50:00.000,2017-12-08T13:50:00.000,Austin (TX),Normal,Owner Surrender,King,Neutered Male
3 years,A615508,Dog,American Bulldog Mix,White/Brown Brindle,2014-07-22T18:39:00.000,2014-07-22T18:39:00.000,Austin (TX),Normal,Public Assist,Zeus,Neutered Male
2 years,A704443,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-06-05T10:37:00.000,2015-06-05T10:37:00.000,741 Cherico in Austin (TX),Sick,Stray,,Spayed Female
1 year,A753532,Cat,Siamese Mix,Lynx Point/White,2017-07-07T16:47:00.000,2017-07-07T16:47:00.000,8905 Pointer Lane in Austin (TX),Normal,Stray,,Intact Female
4 months,A713550,Cat,Domestic Shorthair Mix,Orange Tabby,2015-10-08T14:32:00.000,2015-10-08T14:32:00.000,3002 Ellon Rd in Del Valle (TX),Normal,Stray,,Intact Male
4 weeks,A708224,Cat,Domestic Shorthair Mix,Calico/White,2015-07-24T13:46:00.000,2015-07-24T13:46:00.000,7518 Compass Dr in Travis (TX),Sick,Stray,*Bella,Intact Female
10 months,A668123,Dog,Yorkshire Terrier/Border Terrier,Gray/Brown,2014-08-19T12:48:00.000,2014-08-19T12:48:00.000,Austin (TX),Normal,Owner Surrender,Juju,Spayed Female
2 years,A730626,Dog,Pit Bull Mix,Brown/White,2016-07-07T15:11:00.000,2016-07-07T15:11:00.000,3703 Tower View Ct in Austin (TX),Normal,Public Assist,Buster,Intact Male
4 months,A748426,Dog,Labrador Retriever Mix,Black/White,2017-05-02T17:27:00.000,2017-05-02T17:27:00.000,Fm 969 And Decker Ln in Austin (TX),Normal,Stray,Mambo,Intact Male
1 month,A706926,Cat,Domestic Shorthair,Blue,2015-07-05T12:52:00.000,2015-07-05T12:52:00.000,10302 Quail Valley Blvd in Austin (TX),Normal,Stray,*Clem,Intact Male
1 year,A723394,Other,Rabbit Sh Mix,White/Black,2016-03-31T12:59:00.000,2016-03-31T12:59:00.000,1420 E Anderson Ln in Austin (TX),Normal,Stray,*Brian J.,Intact Male
5 months,A711435,Dog,Dachshund/Labrador Retriever,Brown Brindle,2015-09-06T17:42:00.000,2015-09-06T17:42:00.000,1504 Man O War in Del Valle (TX),Normal,Stray,*Minnie,Intact Female
4 weeks,A704541,Cat,Domestic Shorthair Mix,Black/White,2015-06-06T10:53:00.000,2015-06-06T10:53:00.000,2104 Dove Pass in Austin (TX),Normal,Stray,*Inez,Intact Female
1 month,A701503,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2015-04-30T13:03:00.000,2015-04-30T13:03:00.000,10807 Topperwein Dr in Austin (TX),Normal,Stray,,Intact Male
10 years,A699027,Cat,Domestic Shorthair Mix,Black/White,2015-04-26T13:40:00.000,2015-04-26T13:40:00.000,Austin (TX),Normal,Owner Surrender,Meow,Spayed Female
2 years,A764428,Dog,Labrador Retriever Mix,Black/White,2017-12-29T18:44:00.000,2017-12-29T18:44:00.000,8121 Research Boulevard in Austin (TX),Normal,Stray,*Watson,Intact Male
1 month,A765928,Dog,Boxer Mix,White,2018-01-30T11:08:00.000,2018-01-30T11:08:00.000,East Springdale Road And Bolm Road in Austin (TX),Normal,Stray,,Intact Female
7 years,A679599,Dog,Miniature Schnauzer Mix,Gray,2014-05-23T14:26:00.000,2014-05-23T14:26:00.000,14000 Westall Street in Austin (TX),Normal,Stray,Shadow,Neutered Male
1 year,A746497,Cat,Domestic Medium Hair Mix,Brown Tabby,2017-04-04T07:37:00.000,2017-04-04T07:37:00.000,4106 N Lamar in Austin (TX),Injured,Stray,Tiger,Neutered Male
4 months,A763162,Cat,Domestic Shorthair Mix,Blue Tabby,2017-12-04T12:03:00.000,2017-12-04T12:03:00.000,2107 Kirksey Drive in Austin (TX),Normal,Stray,,Intact Female
8 years,A584727,Dog,Manchester Terrier Mix,Black/Brown,2017-10-09T09:33:00.000,2017-10-09T09:33:00.000,Ribecke And Webberville in Austin (TX),Normal,Stray,Sooner,Neutered Male
3 months,A759356,Dog,Labrador Retriever Mix,Black,2017-09-30T18:17:00.000,2017-09-30T18:17:00.000,Ben White And South Congress in Austin (TX),Normal,Stray,,Intact Male
2 years,A670643,Dog,Pointer Mix,Brown/White,2014-01-11T14:30:00.000,2014-01-11T14:30:00.000,Austin (TX),Normal,Owner Surrender,Hank,Neutered Male
3 years,A737137,Dog,Pit Bull Mix,Black/White,2017-02-05T11:48:00.000,2017-02-05T11:48:00.000,Outside Jurisdiction,Normal,Owner Surrender,Chrissy,Spayed Female
